index,BuildingRatingDesc,BuildingClassDesc,StreetAddress,Quadrant,City,State,PostCode,Latitude,Longitude,MinRent,MaxRent,NumBedsMin,NumBedsMax,NumBathsMin,NumBathsMax,UnitMinSqFt,UnitMaxSqFt,NUMUNITS,MinLeaseTermsMonths,MaxLeaseTermsMonths,IsShortTermLeaseAvailableFlag,AYB,EYB,YR_RMDL,STORIES,GBA,LotSqFtTotal,Rooms-Kitchen,Rooms-Heating,Rooms-Range,Rooms-Refrigerator,Rooms-Oven,Rooms-Air Conditioning,Building-Elevator,Rooms-Wheelchair Accessible (Rooms),Building-Laundry Facilities,Rooms-Hardwood Floors,Rooms-Tub/Shower,Rooms-Cable Ready,Rooms-Dishwasher,Building-Property Manager on Site,Building-Fitness Center,Building-Doorman,Rooms-Stainless Steel Appliances,Building-Controlled Access,Rooms-Microwave,Building-Concierge,Rooms-Washer/Dryer,Rooms-Granite Countertops,Rooms-Balcony,Rooms-Views,Building-24 Hour Availability,Rooms-High Speed Internet Access,Building-Maintenance on site,Building-Security System,Rooms-Vaulted Ceiling,Building-On-Site Retail,Building-Bike Storage,Rooms-Walk-In Closets,Building-Courtyard,Rooms-Storage Units,Building-Pool,Building-Storage Space,Rooms-Tile Floors,Building-Rooftop Lounge,Building-Gameroom,Building-Package Service,Building-Lounge,Rooms-Fireplace,Building-Sundeck,Building-Playground,Building-Clubhouse,Rooms-Intercom,Rooms-Smoke Free,Rooms-Disposal,Rooms-Eat-in Kitchen,Building-Dry Cleaning Service,Rooms-Freezer,Rooms-Carpet,Building-Business Center,Building-Vintage Building,Building-Video Patrol,Rooms-Dining Room,Building-Spa,Building-Media Center/Movie Theatre,Building-Sauna,Building-Grill,Building-Recycling,Rooms-Wi-Fi,Building-Laundry Service,Rooms-Patio,Rooms-Deck,Building-Car Charging Station,Rooms-Window Coverings,Building-Breakfast/Coffee Concierge,Building-Pet Play Area,Rooms-Crown Molding,Building-Maid Service,Building-Basketball Court,Rooms-Office,Building-Gated,Building-Cardio Machines,Rooms-Pantry,Rooms-Bay Window,Building-Free Weights,Building-Furnished Units Available,Rooms-Garden,Rooms-Ceiling Fans,Building-Online Services,Rooms-Washer/Dryer Hookup,Rooms-Sprinkler System,Rooms-Alarm,Building-Waterfront,Rooms-Double Pane Windows,Building-Multi Use Room,Building-Trash Pickup - Curbside,Building-Weight Machines,Rooms-Ice Maker,Building-Library,Building-Health Club Facility,Building-Picnic Area,Building-Planned Social Activities,Building-Walking/Biking Trails,Rooms-Basement,Rooms-Double Vanities,Rooms-Satellite TV,Rooms-Linen Closet,Building-Trash Pickup - Door to Door,Building-Pet Care,Building-Renters Insurance Program,Rooms-Yard,Building-Fitness Programs,Note
1002,2 Star,C,4452-4456 B St SE,SE,Washington,DC,20019,38.887808,-76.937613,,,1,2,1,1,750,1000,18,,,,,,,3,17886,4037,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1003,4 Star,B,14909 Health Center Dr,,Bowie,MD,207161054,38.949041,-76.741991,1665,2943,1,3,1,2,770,1410,286,,,,,,,4,297500,671695,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? in Bowie, MD is centrally located between Baltimore and Washington D.C., giving you access to everywhere you want to be. Our, beautiful, spacious floor plans feature hand-selected finishes including bamboo hardwood flooring, granite countertops and stainless steel appliances. Our resort-style amenities include a pool with cabanas, movie theater, library, fitness center with yoga room and so much more. Find your next home at ???."
1004,4 Star,A,1150 Noble Way,,Fredericksburg,VA,224014976,38.3103425,-77.5043005,1205,1640,1,3,1,2,893,1342,128,,,,2016,,,3,110000,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consisting of 1, 2, and 3 bedroom floor plans, this new affordable community boasts a beautiful clubhouse featuring a state-of-the-art fitness center, a well-equipped business center, and access to a resort style pool which also has an outdoor kitchen and gas grills under the poolside cabana. Surround yourself in style at Fredericksburg's newest affordable housing community. Situated off of Fall Hill Avenue on Noble Way, ??? offers the ideal setting for residents on the go. Within minutes of Valor, you will find several banks, grocers, easy access to I-95 and a multitude of shopping and entertainment venues at Central Park - the east coast's largest retail center with over 200 shops and restaurants! Become a part of this wonderful community and live the life you always wanted. Call today!"
1005,2 Star,C,1801 Jasmine Ter,,Adelphi,MD,207834512,38.985394,-76.97813,950,9450,0,3,1,1,478,929,457,,,,,,,3,267370,197527,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The convenient and comfortable ??? was created just for you! Metro buses and The University of Maryland shuttle buses stop within the community. Plenty of shopping and schools are also nearby. Relax at our private pool and recreation areas.
1006,2 Star,C,425 N Frederick Ave,,Gaithersburg,MD,208772431,39.1473155,-77.2044126,1180,1380,1,2,1,1,700,900,76,,,,,,,3,50000,109336,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Located just off North Frederick Avenue in Gaithersburg, this small community is a hidden gem. Generous floorplans include beautiful, newly updated kitchens, ample closets, carpet and hardwood flooring (in select apartments). Every apartment home has complementary window treatments and each apartment home is located within steps of a laundry facility plus all utilities included. Residents have use of a Community Garden, Playground and Picnic Area with grills. The apartments are all located within resident controlled access buildings and parking is by permit only. Close to shopping and entertainment all within easy reach and, for convenience, access to public transportation. Residents pay electric only! Minimum Income Guidelines apply. Schedule your tour Today!"
1007,2 Star,C,11734 Coffman Cir,,Bealeton,VA,227127008,38.5621829,-77.7555075,,,2,2,1,1,1000,1000,100,,,,,,,1,100000,4633913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,3 Star,B,1500 S Fern St,,Arlington,VA,222022835,38.8592938,-77.0567594,,,0,0,,,,,302,,,,,,,12,253740,134605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,2 Star,C,910 St Claire St,,Hagerstown,MD,21742,39.6569396,-77.7165049,700,775,0,3,1,2,0,1600,10,,,,,,,3,10599,16126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Introducing St. Clair Terrace, the ideal home to kickstart your new beginning! We are a rental community nestled in the calm suburban setting of Hagerstown, MD, offering one, two, and three-bedroom apartments. Our homes are pet-friendly and come with an extensive amenity package designed to bring you creature comforts. On-site facilities, renovated interiors, a prime location, and professional services, everything here is meant to cater to your convenience. Located in the northern part of the city, at 910 St Clair St., our community is close to major roadways and several transportation lines. Thanks to the quick access to I-81 and I-70, you can easily commute to Baltimore, Fredrick, and the quaint downtown Hagerstown. St. Clair Terrace puts you minutes away from great shopping, dining, and employment options, too. Some of the most notable ones are the University of Maryland, Hagerstown Community College, Valley Mall, Hagerstown City Park, Hagerstown Premium Outlets, and Maryland Theatre. When you live in our inviting community, you get to enjoy a long list of exclusive community features. Starting from the BBQ area and dog park to the on-site laundry facilities and assigned parking, nothing is left to chance. Modern in-home finishes include energy-efficient appliances in the kitchens, air conditioning systems, washer & dryer hookups, and walk-in closets. Feel free to browse through our gallery for more details. Contact us today or better yet, schedule a tour! Find out why when it comes to comfortable Hagerstown apartments, we are the answer to your calls! Se Habla Espanol."
1010,5 Star,A,2700 Woodley Rd NW,NW,Washington,DC,200081517,38.9255883,-77.0555808,3145,15243,0,3,1,3,622,2273,212,,,,2012,,,8,285812,144493,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Experience the height of luxury at ???. With 212 distinctive residences that reflect the cultivated lifestyle of DC?s most desirable neighborhood, ??? offers unmatched amenities and signature services dedicated to meet your every need. Stunning studio, one, two and three bedroom homes and penthouses offer the sophistication of rich finishes, hardwood flooring and private balconies. State-of-the-art gourmet kitchens feature sophisticated granite countertops, raised panel wood cabinetry and award-winning Kitchen Aid Architect Series appliances. Residents at ??? enjoy 24-hour concierge services, including package retrieval, valet dry cleaning and away from home services."
1011,3 Star,C,120 Caledon Ct,,Stephens City,VA,226553540,39.1065254,-78.195499,1050,1150,2,2,2,2,1082,1181,64,,,,,,,3,80000,303178,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tasker Village is a graciously appointed luxury apartment community in Stephen City, Virginia. Just south of Winchester, this five building, 64 unit community is newly constructed off of Interstate 81 and Tasker Road. Each apartment in Tasker Village offers 2 bedroom /2 baths with private balconies and gas fireplaces, gourmet kitchens, washer and dryer, and available high speed internet access. Tasker Village also offers units with dens. Total square footage is from 1080 to 1180. With immediate access to Interstate 81 and Interstate 66 corridors just one hour from Dulles International Airport, major metropolitan shopping centers in Fairfax and Chantilly. Tasker Village is close to Lord Fairfax Community College and Sherando High School. Stephens City is far enough away from Winchester to have its own country charm. Enjoy the carefree lifestyle for active independent individuals with private balcony or patio and ample yard space. Enjoy the walking path to the lake."
1012,3 Star,C,7019 Georgia Ave NW,NW,Washington,DC,20012,38.9754874,-77.0264459,1250,1600,0,2,1,1,457,1036,69,,,,,1992,1992,6,49000,20038,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1013,3 Star,B,2620 13th St NW,NW,Washington,DC,20009,38.9242839,-77.0300078,1850,4380,1,4,1,3,460,1350,44,,,,,,,3,24714,4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Blending state-of-the-art amenities with unparalleled luxury,??? marks the pinnacle of sophisticated city living. The statuesque Colonial Revival-styled building was listed on the National Register of Historic Places, offering residences a piece of history with modern amenities. Blocks away from the Columbia Heights and U-Street Metro Stations, ??? is situated in one of the most coveted new neighborhood in the District. ??? is located along the attractive and quiet 13th Street. With blossoming foliage and elegant Victorian and Wardman styled townhouses, this low-traffic street distinguishes itself from the rest of the city and provides a peaceful respite from the urban bustle. Experience the culture and invigorating new establishments that make Columbia Heights and U-Street the new IT neighborhoods in DC. The U Street/Cardozo Metro Station has catalyzed a resurgence of fashionable clubs, restaurants, and boutiques as well as the renovation of historic landmarks such as the Lincoln Theater. The legendary Ben's Chili Bowl, Bar Nun, The Gibson, and Bohemian Caverns help define the U Street Corridor and give it its pulsating personality."
1014,3 Star,C,6198 Edsall Rd,,Alexandria,VA,22304,38.806707,-77.140925,1460,2295,1,3,1,3,700,1100,233,,,,,2005,2005,3,268488,373348,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Located on the west side of the beautiful Alexandria, VA, ??? enjoys the comfortable feel of neighborhood life, while being only minutes from the Washington metropolitan area. Take a stroll along the brick sidewalks of Old Town Alexandria and admire the well-preserved 18th- and 19th-century architecture of the city.Stunning boutiques and unique specialty shops dot the Old Town landscape and with quick access to both I-395 and I-495, you can visit the rich American history found in Arlington and Washington DC. Our friendly and courteous staff are ready to do what they can to help. Our in-home and community amenities were carefully thought out and included for the ease and accommodation of our residents.??? offers online payment availability, free parking, and an excellent location near all your shopping and dining needs. With one-, two-, and three-bedroom floor plans available, you won't have to settle for anything. With open rooms and ample storage and closet space, you'll find a place for everything that makes a house a home. Relax in your new home, with a full slate of appliances and simple conveniences at every turn such as utilities included in your rent.??? offers fully equipped kitchens, internet and cable available for the perfect night in. As a courtesy to our residents, our community is pet free with sound proofing between residences. Call today for a tour of our beautiful apartments."
1015,2 Star,C,1731 28th St SE,SE,Washington,DC,200206479,38.868515,-76.968032,,,0,1,1,1,450,650,25,,,,,,,4,20640,11776,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Really friendly building in a great neighborhood just over the river with easy access to all parts of DC. Great value for an exceptional location.
1016,4 Star,A,14110 Big Crest Ln,,Woodbridge,VA,22191,38.612647,-77.2566478,1465,3265,1,3,1,2,627,1294,304,,,,,,,4,451364,803255,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? Apartment Homes are twenty five miles south of Washington, DC and are situated high above the Potomac, offering panoramic river views. Our apartment community is adjacent to the Rippon Landing Virginia Railway Express station, which provides train access to Union Station in downtown Washington, DC. ??? apartments are located less than two miles east Route 1, and is four miles from I-95, the Potomac Town Center and the Potomac Mills Mall, one of the world's largest designer outlet malls, anchored by Neiman Marcus Last Call and Bloomingdale's outlet. Our gated apartment community offers a clubhouse with WiFi, swimming pool, fitness center, media room, ample guest parking, and more."
1017,3 Star,B,6200 54th Pl,,Riverdale,MD,207371223,38.9626164,-76.9210442,,,0,0,1,1,300,350,12,12,12,,,,,3,7776,19502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"??? is a 3 story garden style building located adjacent to several middle-class single family homes, just south of the College Park line. Property is clean and quiet. This apartment features plush new wall-to-wall carpeting, marble kitchen and baths, new dish washer, and use of the washer and dryer. Tenants are D.C. area professionals and graduate students from the University of Maryland located approximately 2.7 miles away. Near public transportation and metro. This unit is available for rental starting October 22, 2015. UTILITIES ARE INCLUDED AT NO EXTRA CHARGE! SMALL pets may be allowed with pet deposit. Call 703-715-6200 or e-mail jkh3302005@gmail.com."
1018,3 Star,B,1845 Summit Pl NW,NW,Washington,DC,200092379,38.92677,-77.042833,1448,2848,0,2,1,1,389,842,88,,,,,,,7,48400,30666,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"What makes ??? Apartments a great place to live? We're happy you asked. Coming home will always be the perfect finish to your day when you live at the ??? Apartments, our rental apartments in D.C. Towered amongst the vibrancy of the Adams Morgan neighborhood, you'll be close to all that comprises the Washington, D.C. experience. Your home life and leisure will never be more perfectly balanced. Choose from seven unique studio and one-bedroom floor plans, all ranging from 408 to 842 square feet of happy living space. We've included some simple amenities like double closets and big entry halls, and that's just the beginning. If you're searching for a Washington, D.C. apartment, rent at our beautiful residential community. Sooner than later, you'll be happy you asked why ??? Apartments are a great place to live. How do you measure happiness? We think it can be measured in cherry wood cabinets and gorgeous hard wood floors. We also have designated kitchen areas, stainless steel appliances and expansive picture windows to help elevate your level of happiness. The tower of ??? Apartments alone gives you picture-perfect views of its verdant surroundings and the simple beauty of Rock Creek Park. If you're looking at apartments in D.C. for rent, choose ??? Apartments, where modernity, convenience and serenity meet life just got happier. You'll feel good on the outside, too. Feeling good on the outside has never been easier. At our apartments in Washington, D.C. for rent, you'll be amidst the scenic beauty of one of D.C.'s finest neighborhoods, Adams Morgan, and walking distance from Rock Creek Park. With the Metro nearby, you'll have great access to and from everywhere and everything. Are you hunting for Washington apartments in Washington, D.C.? It's not just our location and neighborhood that are great. Enjoy some of the simple things, like on-site laundry, secured building access, a fitness center, and our lobby that brings you to a feel-good level every time you come home. We'll make it easy for you to feel good on the inside, and on the outside, too."
1019,4 Star,A,198 Halpine Rd,,Rockville,MD,208521661,39.0598676,-77.1250069,1442,3298,1,3,1,2,557,1473,404,,,,,,,4,414000,317117,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Having it all means having everything you need to live the way you want. And that's exactly what you'll find at The ???. First, an unbeatable location just steps from the Twinbrook Red Line Metro station, easy access to Rockville Pike, with on-site shops, restaurants and cafes to make errands a breeze, and a well-deserved Walkscore rating of ""Very Walkable"". This spectacular apartment community offers newly renovated stylish apartments with all the upgrades, including stainless steel appliances, granite counters, sleek plank flooring, gas cooking, walk-in closets and more. On top of that, deluxe amenities featuring a swimming pool with a stunning water feature, several outdoor courtyards, fitness center, media theater room, and a lounge with foosball and billiards. In other words, it's just what you need."
1020,2 Star,C,3008 Pilgrims Pl,,Waldorf,MD,20602,38.6022637,-76.9076783,1351,1376,1,2,1,1,700,985,152,,,,,,,2,179610,877734,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1021,3 Star,B,625 Audrey Ln,,Oxon Hill,MD,20745,38.818644,-76.998441,950,1625,0,3,1,1,400,950,638,,,,,,,3,499066,819799,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ask about our flexible approval guidelines! Come take a second look at what should be your FIRST choice for your new HOME! These spacious one-, two-, and three-bedroom apartments come with modern, fully equipped kitchens complete with dishwasher, your choice of hardwood or carpet flooring, large closets with plenty of storage, light filled windows, and so much more! Park Forest also has a variety of amenities available exclusively to our residents. These amenities include an Olympic-sized swimming pool with sundeck and bath houses, a FREE community shuttle to the Southern Ave Metro station, and public transportation stops throughout the community. Park Forest is also just minutes from the 495, 295, and 210 beltways. We also offer 5% discounts to the following employee team members: Government, Post Office, National Harbor, Nurses, Teachers and Metro employees! Here at Park Forest, we can't wait to welcome you HOME!"
1022,3 Star,B,8660 Angell St SW,SW,Washington,DC,200327732,38.8365995,-77.0210717,,,0,0,,,,,800,,,,,,,,100000,,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1023,3 Star,A,217 Booth St,,Gaithersburg,MD,208785479,39.1223596,-77.2389704,1570,2980,1,2,1,2,628,1333,219,,,,,,,4,256728,194853,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A 62 or Better Apartment Community. Sophisticated, upscale living with shopping, dining and entertainment is across the street in Kentlands Market Square."
1024,3 Star,C,2607 Bowen Rd SE,SE,Washington,DC,200206615,38.8591659,-76.9915983,1015,1550,1,2,1,1,830,1005,226,,,,,,,3,275185,301866,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1025,3 Star,C,7409 Eastmoreland Rd,,Annandale,VA,22003,38.8332587,-77.199809,1425,2250,0,3,1,2,742,1239,750,,,,,,,9,964985,1284563,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"??? is the place you'll love to call home. Choose from hi-rise or garden-style apartment homes. With our all-inclusive rent you won't have to worry about a utility bill, trash pickup, parking or fitness center fees. Located just inside the Beltway, yet still in a country-like setting. Enjoy being close to nearby parks and a shopping center just next door."
1026,3 Star,C,1731 Willard St NW,NW,Washington,DC,200091731,38.916401,-77.039603,,,0,0,,,,,26,,,,,,,5,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2 Star,C,101-105 N Edgewood Dr,,Hagerstown,MD,21740,39.617627,-77.688714,,,2,2,1,1,880,880,33,,,,,,,2,30000,54886,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1028,3 Star,B,605 Zekiah Run Rd,,La Plata,MD,206469647,38.5352606,-76.973719,,,2,2,1,1,1045,1045,10,,,,,,,,9200,30906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,3 Star,B,1635 International Dr,,McLean,VA,221024850,38.9261454,-77.2289517,,,,,,,,,,,,,,,,6,200000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,4 Star,A,851 N Glebe Rd,,Arlington,VA,22203,38.881351,-77.1140723,,,0,0,,,,,418,,,,,,,20,430020,64382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,2 Star,C,1201 Maple Terrace Ln,,Brunswick,MD,217161251,39.3241342,-77.6248729,,,1,3,1,1,728,1284,40,,,,,,,2,39586,,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
